candidate_name,party_name_expanded,secured_votes,percentage_of_votes,state_name,constituency_name,party_name
BHAGYARAJ. J,All India Anna Dravida Munnetra Kazhagam,406330,35.25,Tamil Nadu,VILUPPURAM,AIADMK
MURALI SANKAR. S,Pattali Makkal Katchi,181882,15.78,Tamil Nadu,VILUPPURAM,PMK
KALANCHIYAM. M,Naam Tamilar Katchi,57242,4.97,Tamil Nadu,VILUPPURAM,NTK
KARUNCHIRUTHAI KALIYAMURTHY. K,Bahujan Samaj Party,3920,0.34,Tamil Nadu,VILUPPURAM,BSP
ARUMUGAM. M,United Republican Party of India,3504,0.3,Tamil Nadu,VILUPPURAM,URPI
DHARMA. K,Independent,2382,0.21,Tamil Nadu,VILUPPURAM,IND
VIVEKANANDHAN. E,Independent,1953,0.17,Tamil Nadu,VILUPPURAM,IND
ARASAN. K,Independent,1842,0.16,Tamil Nadu,VILUPPURAM,IND
VIGNESVARAN. R,Independent,1656,0.14,Tamil Nadu,VILUPPURAM,IND
SURESH. S,Independent,1397,0.12,Tamil Nadu,VILUPPURAM,IND
PERIYAN. A,Independent,1049,0.09,Tamil Nadu,VILUPPURAM,IND
GUNASEKARAN. K,Independent,963,0.08,Tamil Nadu,VILUPPURAM,IND
VIJAYAN. A,Independent,861,0.07,Tamil Nadu,VILUPPURAM,IND
NAGARAJ. A,Independent,674,0.06,Tamil Nadu,VILUPPURAM,IND
SURESH. K,Independent,598,0.05,Tamil Nadu,VILUPPURAM,IND
SATHIYARAJ. N,Independent,415,0.04,Tamil Nadu,VILUPPURAM,IND
NOTA,None of the Above,8966,0.78,Tamil Nadu,VILUPPURAM,NA
MANICKAM TAGORE B,Indian National Congress,385256,36.28,Tamil Nadu,VIRUDHUNAGAR,INC
VIJAYAPRABHAKARAN V,Desiya Murpokku Dravida Kazhagam,380877,35.87,Tamil Nadu,VIRUDHUNAGAR,DMDK
RADIKAA R,Bharatiya Janata Party,166271,15.66,Tamil Nadu,VIRUDHUNAGAR,BJP
KAUSHIK S,Naam Tamilar Katchi,77031,7.25,Tamil Nadu,VIRUDHUNAGAR,NTK
RAJESH,Independent,6173,0.58,Tamil Nadu,VIRUDHUNAGAR,IND
ASHOK KUMAR M,Bharatiya Praja Aikyata Party,5293,0.5,Tamil Nadu,VIRUDHUNAGAR,BPAP
SEKAR S,Hindu Samaj Party,3446,0.32,Tamil Nadu,VIRUDHUNAGAR,HSP
MANIKANDAN M,Independent,3346,0.32,Tamil Nadu,VIRUDHUNAGAR,IND
MAYAK KANNAN,Independent,2751,0.26,Tamil Nadu,VIRUDHUNAGAR,IND
MAHENDRA RAMAKRISHNAN P,Independent,2405,0.23,Tamil Nadu,VIRUDHUNAGAR,IND
SURESH,Bahujan Samaj Party,2397,0.23,Tamil Nadu,VIRUDHUNAGAR,BSP
SELVI K,Independent,2188,0.21,Tamil Nadu,VIRUDHUNAGAR,IND
PANDIYAMMAL R,Independent,2133,0.2,Tamil Nadu,VIRUDHUNAGAR,IND
SUDALAIMANI M,Independent,1359,0.13,Tamil Nadu,VIRUDHUNAGAR,IND
PALANICHAMY P,Bahujan Dravida Party,1263,0.12,Tamil Nadu,VIRUDHUNAGAR,BDP
PALANISAMY K,Independent,1257,0.12,Tamil Nadu,VIRUDHUNAGAR,IND
VENKATESWARAN V K,Independent,1247,0.12,Tamil Nadu,VIRUDHUNAGAR,IND
SELVARAJAN V V,Independent,1121,0.11,Tamil Nadu,VIRUDHUNAGAR,IND
MARIEESWARI M,Independent,1110,0.1,Tamil Nadu,VIRUDHUNAGAR,IND
SANKARANARAYANAN N,Independent,998,0.09,Tamil Nadu,VIRUDHUNAGAR,IND
SELVAKUMAR M,Independent,902,0.08,Tamil Nadu,VIRUDHUNAGAR,IND
MUTHUKANNU C,Tamilaga Makkal Nala Katchi,761,0.07,Tamil Nadu,VIRUDHUNAGAR,TMNK
MARISELVAM S,All India People Development Party,711,0.07,Tamil Nadu,VIRUDHUNAGAR,AIPDP
JEYARAJ T,Independent,610,0.06,Tamil Nadu,VIRUDHUNAGAR,IND
VEDHA @ DHAMODHARAN,Independent,600,0.06,Tamil Nadu,VIRUDHUNAGAR,IND
RAJAGOPAL S,Independent,527,0.05,Tamil Nadu,VIRUDHUNAGAR,IND
GANESHAMOORTHI G,Independent,460,0.04,Tamil Nadu,VIRUDHUNAGAR,IND
NOTA,None of the Above,9408,0.89,Tamil Nadu,VIRUDHUNAGAR,NA
GODAM NAGESH,Bharatiya Janata Party,568168,45.98,Telangana,Adilabad,BJP
ATHRAM SUGUNA,Indian National Congress,477516,38.65,Telangana,Adilabad,INC
ATHRAM SAKKU,Bharat Rashtra Samithi,137300,11.11,Telangana,Adilabad,BRS
MALOTHU SYAMLAL NAYAK,Alliance of Democratic Reforms Party,7499,0.61,Telangana,Adilabad,ADRP
MESRAM JANGUBAPU,Bahujan Samaj Party,6744,0.55,Telangana,Adilabad,BSP
RATHOD SUBASH,Independent,6528,0.53,Telangana,Adilabad,IND
BUKYA JAIVANTH RAO,Independent,6446,0.52,Telangana,Adilabad,IND
CHAVAN SUDHARSHAN,Anna YSR Congress Party,4644,0.38,Telangana,Adilabad,AYCP
GANGADEVI MESRAM,Dharma Samaj Party,3468,0.28,Telangana,Adilabad,DSP
N. TIRUPATI,Vidhyarthula Rajakiya Party,2292,0.19,Telangana,Adilabad,VRP
KODAPA VAMAN RAO,Gondwana Dandkaranya Party,1685,0.14,Telangana,Adilabad,GDP
GEDAM. SAGAR,India Praja Bandhu Party,1545,0.13,Telangana,Adilabad,IPBP
NOTA,None of the Above,11762,0.95,Telangana,Adilabad,NA
CHAMALA KIRAN KUMAR REDDY,Indian National Congress,629143,44.89,Telangana,Bhongir,INC
DR. BOORA NARSAIAH GOUD,Bharatiya Janata Party,406973,29.04,Telangana,Bhongir,BJP
KYAMA MALLESH,Bharat Rashtra Samithi,256187,18.28,Telangana,Bhongir,BRS
MAHAMD JAHANGIR,Communist Party of India (Marxist),28730,2.05,Telangana,Bhongir,CPI (M)
RAMESH GOUD THALLAPELLY,Alliance of Democratic Reforms Party,8146,0.58,Telangana,Bhongir,ADRP
AITARAJU ABENDER,Bahujan Samaj Party,7769,0.55,Telangana,Bhongir,BSP
ASURA BALU,Independent,5750,0.41,Telangana,Bhongir,IND
PULIGILLA BIXAPATHI YADAV,National Nava Kranthi Party,4718,0.34,Telangana,Bhongir,NNKP
BUSHIPAKA VENKATAIAH,Independent,4675,0.33,Telangana,Bhongir,IND
POOSA SRINIVAS,Telangana Rashtra Punahnirmana Samithi,4433,0.32,Telangana,Bhongir,TRPS
NARENDRAA VEMULA,Jai Swaraj Party,4304,0.31,Telangana,Bhongir,JSP
KONGARI LINGA SWAMY,Dharma Samaj Party,4093,0.29,Telangana,Bhongir,DSP
TARIGOPPULA MAHENDER,Social Justice Party of India,3089,0.22,Telangana,Bhongir,SJPI
KARINGULA YADAGIRI,Independent,2612,0.19,Telangana,Bhongir,IND
BETHI NARENDER,Independent,2168,0.15,Telangana,Bhongir,IND
M. GANESH,Pyramid Party of India,2010,0.14,Telangana,Bhongir,PPI
MALLEBOINA PARAMESH YADAV,Independent,1897,0.14,Telangana,Bhongir,IND
LINGIDI. VENKATESWARLU,Prajavani Party,1792,0.13,Telangana,Bhongir,PP
V. SADANANDA REDDY,People Protection Party,1737,0.12,Telangana,Bhongir,PPP
DHERAVATH GOPI NAIK,Jai Maha Bharath Party,1682,0.12,Telangana,Bhongir,JMBP
PENTA RAMESH,Independent,1647,0.12,Telangana,Bhongir,IND
RACHA SUBHADRA REDDY,Socialist Party (India),1465,0.1,Telangana,Bhongir,SP (I)
VARIKUPPALA. KRISHNA VADDERA,Independent,1366,0.1,Telangana,Bhongir,IND
BASHABOINA LAKSHMAIAH,Independent,1320,0.09,Telangana,Bhongir,IND
NUNE VENKAT SWAMY,Independent,923,0.07,Telangana,Bhongir,IND
NARRI. SWAMY KURUMA,Independent,898,0.06,Telangana,Bhongir,IND
JANGA. SUJATHANAVEEN REDDY,Independent,847,0.06,Telangana,Bhongir,IND
ERRA SURYAM,Viduthalai Chiruthaigal Katchi,778,0.06,Telangana,Bhongir,VCK
"KONGARI, MALLAIAH",Independent,633,0.05,Telangana,Bhongir,IND
DR : MORIGADI KRISHNA,Independent,617,0.04,Telangana,Bhongir,IND
KANDE. RAMARAJU,Independent,579,0.04,Telangana,Bhongir,IND
KOTHOJU SRINIVASU,National Maha Sabha Party,569,0.04,Telangana,Bhongir,NMSP
AMIREDDY KIRAN REDDY,Independent,541,0.04,Telangana,Bhongir,IND
CHANDU NAYAK MEGAVATH,Independent,502,0.04,Telangana,Bhongir,IND
KADIRE KIRAN KUMAR,Bahujan Republican Socialist Party,478,0.03,Telangana,Bhongir,BRSP
KARUNAKAR REDDY NALLA,Jai Bharat National Party,447,0.03,Telangana,Bhongir,JBNP
KANDADI. MANIPAL REDDY,Telangana Republican Party,433,0.03,Telangana,Bhongir,TRP
UDARI MALLESH,Independent,406,0.03,Telangana,Bhongir,IND
ANIL KUMAR GADEPAKA,Independent,393,0.03,Telangana,Bhongir,IND
NOTA,None of the Above,4646,0.33,Telangana,Bhongir,NA
KONDA VISHWESHWAR REDDY,Bharatiya Janata Party,809882,48.34,Telangana,Chevella,BJP
DR GADDAM RANJITH REDDY,Indian National Congress,636985,38.02,Telangana,Chevella,INC
KASANI GYANESHWAR KASANI,Bharat Rashtra Samithi,178968,10.68,Telangana,Chevella,BRS
RAMULU BINGI,Yuga Thulasi Party,4284,0.26,Telangana,Chevella,YTP
KONDA VISHVESHWAR REDDY,All India Forward Bloc,3748,0.22,Telangana,Chevella,AIFB
SRIDEVI M,Alliance of Democratic Reforms Party,2688,0.16,Telangana,Chevella,ADRP
MOHAMMED SALEEM,Rashtriya Praja Congress (Secular),2373,0.14,Telangana,Chevella,RPC (S)
SAHITHI DASARI,Independent,1938,0.12,Telangana,Chevella,IND
RANJIT REDDY GADE,Revolutionary Socialist Party,1698,0.1,Telangana,Chevella,RSP
MOHD SHAKEEL,Desh Janhit Party,1647,0.1,Telangana,Chevella,DJP
THOTLA RAGHAVENDER MUDIRAJ,Dharma Samaj Party,1648,0.1,Telangana,Chevella,DSP
JANAPALA DURGA PRASAD,Independent,1517,0.09,Telangana,Chevella,IND
JALEEL AHMED,Independent,1510,0.09,Telangana,Chevella,IND
B V RAMESH NAIDU,Socialist Party (India),1495,0.09,Telangana,Chevella,SP (I)
PHANI PRASAD KATAKAM,Social Justice Party of India,1426,0.09,Telangana,Chevella,SJPI
SUGURU SRINIVAS,Jai Swaraj Party,1386,0.08,Telangana,Chevella,JSP
G MALLESHAM GOUD,Independent,1240,0.07,Telangana,Chevella,IND
KATHULA YADAIAH,Independent,1155,0.07,Telangana,Chevella,IND
DURGA PRASAD T,Praja Velugu Party,1139,0.07,Telangana,Chevella,PVP
V PANDU,Independent,1075,0.06,Telangana,Chevella,IND
SANEM RAJU GOUD,Praja Ektha Party,971,0.06,Telangana,Chevella,PEP
GONE SRINIVAS REDDY,Independent,752,0.04,Telangana,Chevella,IND
GOVIND LAL,Independent,661,0.04,Telangana,Chevella,IND
MOHAMMED ABDUL QAVI ABBASI,All India Majlis-E-Inquilab-E-Millat,635,0.04,Telangana,Chevella,AIM
MOHAMMAD PASHA,Independent,628,0.04,Telangana,Chevella,IND
P GOVIND,Bahujan Mukti Party,611,0.04,Telangana,Chevella,BMP
EESARI SURYAPRAKASH REDDY,Independent,583,0.03,Telangana,Chevella,IND
SUDHAKAR VANAM,Marxist Communist Party of India (United),581,0.03,Telangana,Chevella,MCPI (U)
NARASIMHA REDDY DYAPA,Telangana Republican Party,525,0.03,Telangana,Chevella,TRP
MOHAMMED IQBAL,Independent,494,0.03,Telangana,Chevella,IND
VISHWAKARMA SAPTHAGIRI,Independent,489,0.03,Telangana,Chevella,IND
ANKAGALA PRAVEEN KUMAR,Independent,488,0.03,Telangana,Chevella,IND
ANJANEYULU NEERATI,Independent,449,0.03,Telangana,Chevella,IND
KANDIKEKAR SRINIVAS,Independent,446,0.03,Telangana,Chevella,IND
CHINTALAGARI VENKAT SWAMY,Blue India Party,436,0.03,Telangana,Chevella,BIP
PALAMAKULA MADHU,India Praja Bandhu Party,430,0.03,Telangana,Chevella,IPBP
KAVALI SUKUMAR,Independent,397,0.02,Telangana,Chevella,IND
SERUBAI VASANTH KUMAR,Rashtra Samanya Praja Party,312,0.02,Telangana,Chevella,RSPP
MOHAMMED MUSTAFA RIZWAN,Independent,301,0.02,Telangana,Chevella,IND
MOHAMMAD RIAZUR REHMAN SHAIK,Independent,285,0.02,Telangana,Chevella,IND
MOHAMMED ALI,Independent,248,0.01,Telangana,Chevella,IND
AMIR SAJID,Independent,228,0.01,Telangana,Chevella,IND
MOHAMMED AFSAR QUDOOS,Independent,179,0.01,Telangana,Chevella,IND
NOTA,None of the Above,6423,0.38,Telangana,Chevella,NA
ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,661981,61.28,Telangana,Hyderabad,AIMM
MADHAVI LATHA KOMPELLA,Bharatiya Janata Party,323894,29.98,Telangana,Hyderabad,BJP
MOHAMMED WALIULLAH SAMEER,Indian National Congress,62962,5.83,Telangana,Hyderabad,INC
SRINIVAS YADAV GADDAM,Bharat Rashtra Samithi,18641,1.73,Telangana,Hyderabad,BRS
MEKALA RAGHUMA REDDY,Yuga Thulasi Party,2232,0.21,Telangana,Hyderabad,YTP
DR.J.PADMAJA,Viduthalai Chiruthaigal Katchi,900,0.08,Telangana,Hyderabad,VCK
K.S.KRISHNA,Bahujan Samaj Party,769,0.07,Telangana,Hyderabad,BSP
RAMESH KUMAR MATANGI,Sakala Janula Party,663,0.06,Telangana,Hyderabad,SJP
KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party,562,0.05,Telangana,Hyderabad,INYJP
M.JOHNSON,All India Mahila Empowerment Party,515,0.05,Telangana,Hyderabad,AIMEP
JAMEEL SAYED,Alliance of Democratic Reforms Party,492,0.05,Telangana,Hyderabad,ADRP
ASHOK KUMAR MAMBA,Maa Telangana Party,423,0.04,Telangana,Hyderabad,MTP
DR.LUBNA SARWATH,Vidhyarthula Rajakiya Party,411,0.04,Telangana,Hyderabad,VRP
SARAF TULASI GUPTA,Praja Ektha Party,281,0.03,Telangana,Hyderabad,PEP
V.SHANKER,Yuva Taram Party,276,0.03,Telangana,Hyderabad,YTP
GADDAM HARISH GOUD,Dharma Samaj Party,271,0.03,Telangana,Hyderabad,DSP
SYED ANWAR,Independent,251,0.02,Telangana,Hyderabad,IND
KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat,234,0.02,Telangana,Hyderabad,AIM
AMJAD KHAN,Independent,196,0.02,Telangana,Hyderabad,IND
AMBI HANUMANTH RAO,Socialist Party (India),162,0.01,Telangana,Hyderabad,SP (I)
SHAIK BASHA,Dalita Bahujana Party,153,0.01,Telangana,Hyderabad,DBP
M.K.AHMED,Independent,149,0.01,Telangana,Hyderabad,IND
SALVERU RAMESH,Indian Praja Congress,141,0.01,Telangana,Hyderabad,IPC
L.ASHOKNATH,Telangana Prajaa Jeevana Rythu Party,141,0.01,Telangana,Hyderabad,TPJRP
J.SHYAMSUNDER RAO,Independent,138,0.01,Telangana,Hyderabad,IND
ANDE USHA KANNA,Bahujan Mukti Party,133,0.01,Telangana,Hyderabad,BMP
SATTI SHABABU REDDY,Independent,123,0.01,Telangana,Hyderabad,IND
ANIL SEN,Independent,111,0.01,Telangana,Hyderabad,IND
CHAITANYA KUMAR REDDY PELLAKURU,Independent,110,0.01,Telangana,Hyderabad,IND
SILIVERU NARESH,Telangana Jaghir Party,103,0.01,Telangana,Hyderabad,TJP
NOTA,None of the Above,2906,0.27,Telangana,Hyderabad,NA
BANDI SANJAY KUMAR,Bharatiya Janata Party,585116,44.57,Telangana,Karimnagar,BJP
VELCHALA RAJENDER RAO,Indian National Congress,359907,27.41,Telangana,Karimnagar,INC
VINOD KUMAR BOIANAPALLI,Bharat Rashtra Samithi,282163,21.49,Telangana,Karimnagar,BRS
ABBADI BUCHI REDDY,Independent,11612,0.88,Telangana,Karimnagar,IND
ARUNA THALLAPALLY,Alliance of Democratic Reforms Party,9064,0.69,Telangana,Karimnagar,ADRP
KOTA SHYAM KUMAR,Independent,8756,0.67,Telangana,Karimnagar,IND
ANOSE KATKOORI,Independent,8706,0.66,Telangana,Karimnagar,IND
MAREPALLI MOGILAIAH,Bahujan Samaj Party,8109,0.62,Telangana,Karimnagar,BSP
RAJENDER POTHURI,Independent,3257,0.25,Telangana,Karimnagar,IND
SRAVAN PEDDAPELLY,Bharathiya YuvaKula Dalam,3074,0.23,Telangana,Karimnagar,BYD
GADDA SATHISH,Independent,2945,0.22,Telangana,Karimnagar,IND
ANILREDDY KADTHALA,National Nava Kranthi Party,2754,0.21,Telangana,Karimnagar,NNKP
CHILUVERU SRIKANTH,Dharma Samaj Party,2586,0.2,Telangana,Karimnagar,DSP
AKSHAY KUMAR MEKALA,Independent,2224,0.17,Telangana,Karimnagar,IND
JOURNALIST VIKRAM REDDY VEMULAA,Independent,2096,0.16,Telangana,Karimnagar,IND
ASHOK PANCHIKA,Social Justice Party of India,1924,0.15,Telangana,Karimnagar,SJPI
GAVVALA LAXMI,Independent,1744,0.13,Telangana,Karimnagar,IND
GATTAIAH YADAV BARIGE,Independent,1694,0.13,Telangana,Karimnagar,IND
RANAPRATAP GATTU,Socialist Party (India),1613,0.12,Telangana,Karimnagar,SP (I)
GUDISHE MOHAN,Independent,1474,0.11,Telangana,Karimnagar,IND
MANASA PERALA,Independent,1125,0.09,Telangana,Karimnagar,IND
PODISHETTI SAMMAIAH,Bahujan Mukti Party,994,0.08,Telangana,Karimnagar,BMP
VENKATANARSAIAH DYAGALA @ DEGALA,Independent,928,0.07,Telangana,Karimnagar,IND
SHIVARATRI SRINIVAS,Independent,889,0.07,Telangana,Karimnagar,IND
CHINTHA ANILKUMAR,Pyramid Party of India,830,0.06,Telangana,Karimnagar,PPI
CHEEKOTI VARUN KUMAR GUPTA,Telugu Congress Party,790,0.06,Telangana,Karimnagar,TCP
RAPOLE RAMKUMAR BHARADWAJ,Independent,575,0.04,Telangana,Karimnagar,IND
DEVUNOORI SRINIVASU,Independent,465,0.04,Telangana,Karimnagar,IND
NOTA,None of the Above,5438,0.41,Telangana,Karimnagar,NA
RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,766929,61.29,Telangana,Khammam,INC
NAMA NAGESWARA RAO,Bharat Rashtra Samithi,299082,23.9,Telangana,Khammam,BRS
VINOD RAO TANDRA,Bharatiya Janata Party,118636,9.48,Telangana,Khammam,BJP
VASAM RAMAKRISHNA DORA,Independent,6215,0.5,Telangana,Khammam,IND
ULLENGALA YADAGIRI,Independent,6064,0.48,Telangana,Khammam,IND
ADVOCATE YERRA KAAMESH,Bahujan Samaj Party,6101,0.49,Telangana,Khammam,BSP
KUKKALA NAGAIAH,Alliance of Democratic Reforms Party,5743,0.46,Telangana,Khammam,ADRP
KATUKOJWALA NAGESWAR RAO,Independent,4114,0.33,Telangana,Khammam,IND
CHILAKABATHINI STALIN,Independent,3113,0.25,Telangana,Khammam,IND
SHAIK BAJI BABA,Independent,2424,0.19,Telangana,Khammam,IND
KASIMALLA NAGESWARA RAO,Independent,2237,0.18,Telangana,Khammam,IND
BANDARU NAGARAJU,Independent,2122,0.17,Telangana,Khammam,IND
SHAIK KHALEEL PASHA,Independent,2028,0.16,Telangana,Khammam,IND
EDURUGATLA CHITTI MALLU,Independent,1854,0.15,Telangana,Khammam,IND
GANGIREDDY KOTI REDDY,Independent,1790,0.14,Telangana,Khammam,IND
SHAIK SIRAJUDDIN,Independent,1663,0.13,Telangana,Khammam,IND
SHAIK AJJULU,Independent,1342,0.11,Telangana,Khammam,IND
KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party,1273,0.1,Telangana,Khammam,JRBP
MADDISETTY YERRAPPA @ AJAY,Independent,1053,0.08,Telangana,Khammam,IND
SHAIK MOHMED RASOOL,Independent,1022,0.08,Telangana,Khammam,IND
LINGALA RAVI KUMAR,Independent,1018,0.08,Telangana,Khammam,IND
AVUTAPALLI RAMBABU,Independent,950,0.08,Telangana,Khammam,IND
TEJAVATH JOGRAM NAIK,Independent,919,0.07,Telangana,Khammam,IND
ANWAR RAICE,Socialist Party (India),754,0.06,Telangana,Khammam,SP (I)
ANANDA PRASAD KASINA,Pyramid Party of India,718,0.06,Telangana,Khammam,PPI
LINGAIAH DANDA,Independent,700,0.06,Telangana,Khammam,IND
ANIL KUMAR MADDINENI,Independent,693,0.06,Telangana,Khammam,IND
PAPETLA RAMAMURTHY,Sakala Janula Party,661,0.05,Telangana,Khammam,SJP
ANTHONI SURESH,Bahujana Left Party,616,0.05,Telangana,Khammam,BLP
M. RAVI CHANDAR CHOWHAN,Independent,601,0.05,Telangana,Khammam,IND
THAMBALLA RAVI,Independent,508,0.04,Telangana,Khammam,IND
BHATTU SRINIVAS,Jai Bharat National Party,476,0.04,Telangana,Khammam,JBNP
NAGESWARA RAO LAKAVATH,Independent,368,0.03,Telangana,Khammam,IND
MALAMPATI SURYANARAYANA,Independent,363,0.03,Telangana,Khammam,IND
MUTYAM ARJUNA RAJU,Independent,351,0.03,Telangana,Khammam,IND
NOTA,None of the Above,6782,0.54,Telangana,Khammam,NA
BALRAM NAIK PORIKA,Indian National Congress,612774,55.27,Telangana,Mahabubabad,INC
KAVITHA MALOTH,Bharat Rashtra Samithi,263609,23.77,Telangana,Mahabubabad,BRS
PROFESSOR. AZMEERA SEETARAM NAIK,Bharatiya Janata Party,110444,9.96,Telangana,Mahabubabad,BJP
ARUN KUMAR MYPATHI,All India Forward Bloc,39136,3.53,Telangana,Mahabubabad,AIFB
RAGHU VARMA JATOTHU,Alliance of Democratic Reforms Party,11893,1.07,Telangana,Mahabubabad,ADRP
DURGA PALVANCHA,Independent,10119,0.91,Telangana,Mahabubabad,IND
KONETI SUJATHA,Bahujan Samaj Party,8093,0.73,Telangana,Mahabubabad,BSP
ANIL KUMAR BODA,Independent,6431,0.58,Telangana,Mahabubabad,IND
CHANDA LINGAIAH,Independent,5100,0.46,Telangana,Mahabubabad,IND
MOKALLA MURALIKRISHNA,Independent,4062,0.37,Telangana,Mahabubabad,IND
SOYAM KANNA RAJU,Gondvana Gantantra Party,3755,0.34,Telangana,Mahabubabad,GGP
BANOTH PREM NAYAK [BPN],Independent,3712,0.33,Telangana,Mahabubabad,IND
PAYAM.SINGARAJU,Independent,3196,0.29,Telangana,Mahabubabad,IND
PADIGA YARRAIAH,Independent,2887,0.26,Telangana,Mahabubabad,IND
DV NAIK,Independent,2781,0.25,Telangana,Mahabubabad,IND
GUGULOTH SHEKAR NAIK,Independent,2542,0.23,Telangana,Mahabubabad,IND
RAVVA. BHADRAMMA,Dharma Samaj Party,2244,0.2,Telangana,Mahabubabad,DSP
SODE VENKATESWARLU,Gondwana Dandkaranya Party,2172,0.2,Telangana,Mahabubabad,GDP
BANOTH LINGYA NAIK,Independent,1715,0.15,Telangana,Mahabubabad,IND
BODA PRASHANTH,Independent,1590,0.14,Telangana,Mahabubabad,IND
BURKA KRISHNAVENI,Socialist Party (India),1448,0.13,Telangana,Mahabubabad,SP (I)
BANOTHU LINGANNA,Blue India Party,1367,0.12,Telangana,Mahabubabad,BIP
VANKUDOTHU RAVI KUMAR (RAVANNA),Telangana Jaghir Party,1125,0.1,Telangana,Mahabubabad,TJP
NOTA,None of the Above,6591,0.59,Telangana,Mahabubabad,NA
ARUNA. D. K,Bharatiya Janata Party,510747,41.66,Telangana,Mahbubnagar,BJP
CHALLA VAMSHI CHAND REDDY,Indian National Congress,506247,41.29,Telangana,Mahbubnagar,INC
MANNE SRINIVAS REDDY,Bharat Rashtra Samithi,154792,12.62,Telangana,Mahbubnagar,BRS
VENKATESWARLU TALLADA,Alliance of Democratic Reforms Party,6379,0.52,Telangana,Mahbubnagar,ADRP
KINNERA YADAGIRI,Independent,4470,0.36,Telangana,Mahbubnagar,IND
KURA VENKATAIAH,Independent,4249,0.35,Telangana,Mahbubnagar,IND
HARINDER REDDY MALLELA,Independent,3815,0.31,Telangana,Mahbubnagar,IND
KARUKONDA SRINIVAS YADAV,Independent,3451,0.28,Telangana,Mahbubnagar,IND
HANUMESH,Independent,3225,0.26,Telangana,Mahbubnagar,IND
MOHD ALAUDDIN,Bahujan Samaj Party,3077,0.25,Telangana,Mahbubnagar,BSP
GOVINDAMMA,Independent,2748,0.22,Telangana,Mahbubnagar,IND
GANTLAVELLI RAKESH,Dharma Samaj Party,2618,0.21,Telangana,Mahbubnagar,DSP
UMASHANKAR NEMMIKANTI,Independent,2214,0.18,Telangana,Mahbubnagar,IND
DINESH,Independent,1727,0.14,Telangana,Mahbubnagar,IND
ANDHARI ANJAIAH,Independent,1675,0.14,Telangana,Mahbubnagar,IND
SANGEPAGA SAROJANAMMA,Independent,1565,0.13,Telangana,Mahbubnagar,IND
B. RAVINDER,Social Justice Party of India,1085,0.09,Telangana,Mahbubnagar,SJPI
K. UDAY TEJ NAIK,Independent,1027,0.08,Telangana,Mahbubnagar,IND
MARLA ANJANEYULU,Jai Swaraj Party,1020,0.08,Telangana,Mahbubnagar,JSP
NADIMINTI SRINIVASULU,Independent,985,0.08,Telangana,Mahbubnagar,IND
M. NAVEEN REDDY,Independent,952,0.08,Telangana,Mahbubnagar,IND
VIJAYA,Independent,596,0.05,Telangana,Mahbubnagar,IND
ANEESUR RAHMAN,Bahujan Mukti Party,503,0.04,Telangana,Mahbubnagar,BMP
A. SRINIVASULU,Independent,438,0.04,Telangana,Mahbubnagar,IND
KADINTI SHANKAR REDDY,Viduthalai Chiruthaigal Katchi,432,0.04,Telangana,Mahbubnagar,VCK
NARESH REDDY,Telangana Jaghir Party,420,0.03,Telangana,Mahbubnagar,TJP
VENKATA RAMANA,Independent,353,0.03,Telangana,Mahbubnagar,IND
BANDA SATYANARAYANA,Independent,264,0.02,Telangana,Mahbubnagar,IND
PULLANGARI SANDEEP KUMAR REDDY,Independent,262,0.02,Telangana,Mahbubnagar,IND
VISHNU VARDHAN REDDY THAPALAKINDHI,Independent,229,0.02,Telangana,Mahbubnagar,IND
MUDAVATH BALARAJU NAIK,Independent,183,0.01,Telangana,Mahbubnagar,IND
NOTA,None of the Above,4330,0.35,Telangana,Mahbubnagar,NA
EATALA RAJENDER,Bharatiya Janata Party,991042,51.25,Telangana,Malkajgiri,BJP
PATNAM SUNEETHA MAHENDER REDDY,Indian National Congress,599567,31,Telangana,Malkajgiri,INC
RAGIDI LAXMA REDDY,Bharat Rashtra Samithi,300486,15.54,Telangana,Malkajgiri,BRS
THALLADA VENKATESWARLU,Independent,6800,0.35,Telangana,Malkajgiri,IND
ANITHA REDDY SHEELAM,Bahujan Samaj Party,4779,0.25,Telangana,Malkajgiri,BSP
VAISHNAVI PRASAD,Independent,1912,0.1,Telangana,Malkajgiri,IND
PAREE (PESARIKAYALA PAREEKSHITH REDDY),Independent,1835,0.09,Telangana,Malkajgiri,IND
DONTHULA BIKSHAPATHI,Independent,1821,0.09,Telangana,Malkajgiri,IND
BHARATHA SUDARSHAN,Independent,1643,0.08,Telangana,Malkajgiri,IND
APPARAO KONDA,Rashtra Samanya Praja Party,1162,0.06,Telangana,Malkajgiri,RSPP
MOUTAM SAMPATH,Independent,1137,0.06,Telangana,Malkajgiri,IND
RAJESH MISHRA,Independent,1110,0.06,Telangana,Malkajgiri,IND
BANJAPALLY SUDHA RANI,Independent,1069,0.06,Telangana,Malkajgiri,IND
CHIRIPI REDDY RAMESH,Independent,987,0.05,Telangana,Malkajgiri,IND
PEDDAPALLI SANDEEP,Bharathiya YuvaKula Dalam,933,0.05,Telangana,Malkajgiri,BYD
